amount,payment_method,error_source,error_step,error_reason,hour_of_day,day_of_week,previous_attempts,recovered_within_24h
197195,wallet,gateway,payment_processing,payment_timed_out,17,0,3,1
450972,card,unknown,unknown,unknown,20,2,5,1
59819,upi,gateway,payment_processing,payment_timed_out,17,6,1,1
186995,netbanking,customer,payment_authorization,insufficient_funds,14,0,1,0
133709,netbanking,customer,payment_authentication,incorrect_pin,1,4,1,0
461628,upi,customer,payment_authentication,incorrect_pin,10,2,2,0
300415,netbanking,bank,payment_processing,bank_unavailable,1,3,1,1
183562,wallet,customer,payment_authentication,expired_card,2,6,1,0
76866,upi,unknown,unknown,unknown,8,4,2,0
391712,netbanking,unknown,unknown,unknown,11,2,5,0
327813,upi,customer,payment_authentication,incorrect_pin,12,6,5,1
426629,netbanking,gateway,payment_processing,payment_timed_out,21,4,1,1
219643,card,customer,payment_authorization,insufficient_funds,18,0,5,0
75803,upi,customer,payment_authorization,insufficient_funds,10,2,2,1
167860,wallet,customer,payment_authentication,expired_card,8,1,3,0
310417,upi,customer,payment_authentication,incorrect_pin,17,4,2,0
121222,netbanking,bank,payment_processing,bank_unavailable,6,6,3,0
36284,upi,customer,payment_authentication,expired_card,21,0,4,0
411842,wallet,customer,payment_authorization,insufficient_funds,18,5,4,0
265736,netbanking,customer,payment_authentication,expired_card,16,6,3,0
198940,wallet,bank,payment_processing,bank_unavailable,5,6,4,0
276870,card,gateway,payment_processing,payment_timed_out,14,4,4,1
369501,card,customer,payment_authorization,insufficient_funds,19,2,1,1
1671,netbanking,customer,payment_authentication,incorrect_pin,1,1,2,1
220737,wallet,customer,payment_authentication,expired_card,4,6,1,0
127865,wallet,customer,payment_authorization,insufficient_funds,12,2,4,0
46841,upi,gateway,payment_processing,payment_timed_out,8,2,3,1
18950,netbanking,customer,payment_authentication,incorrect_pin,17,5,4,1
220812,upi,customer,payment_authentication,expired_card,9,5,3,0
272435,card,unknown,unknown,unknown,23,5,2,0
254336,wallet,customer,payment_authentication,incorrect_pin,7,6,1,1
391696,card,customer,payment_authorization,insufficient_funds,8,6,5,0
229463,wallet,unknown,unknown,unknown,0,1,2,0
295355,card,customer,payment_authentication,expired_card,5,1,1,0
408305,upi,customer,payment_authorization,insufficient_funds,5,1,2,1
328989,card,customer,payment_authorization,insufficient_funds,18,4,5,0
455515,netbanking,gateway,payment_processing,payment_timed_out,8,4,2,1
111577,wallet,unknown,unknown,unknown,4,6,5,0
393603,netbanking,bank,payment_processing,bank_unavailable,7,5,3,1
348675,wallet,bank,payment_processing,bank_unavailable,13,5,5,1
291808,wallet,gateway,payment_processing,payment_timed_out,18,0,4,0
2869,wallet,customer,payment_authorization,insufficient_funds,23,4,1,1
271184,netbanking,customer,payment_authorization,insufficient_funds,1,5,3,0
429375,card,gateway,payment_processing,payment_timed_out,20,6,3,0
322664,card,customer,payment_authorization,insufficient_funds,9,2,2,1
3544,upi,gateway,payment_processing,payment_timed_out,19,5,3,1
144627,card,bank,payment_processing,bank_unavailable,0,2,1,1
285104,wallet,unknown,unknown,unknown,15,1,4,0
406112,card,customer,payment_authentication,incorrect_pin,22,2,5,1
223017,upi,unknown,unknown,unknown,0,1,1,0
428568,netbanking,customer,payment_authorization,insufficient_funds,18,6,3,1
398133,wallet,customer,payment_authentication,incorrect_pin,2,1,4,1
134341,wallet,gateway,payment_processing,payment_timed_out,23,0,1,1
98282,card,customer,payment_authentication,expired_card,17,4,2,0
451507,card,unknown,unknown,unknown,21,4,2,1
295014,netbanking,customer,payment_authentication,incorrect_pin,21,3,1,0
424518,upi,customer,payment_authentication,incorrect_pin,7,1,5,0
461147,card,customer,payment_authentication,expired_card,9,3,3,0
212819,upi,unknown,unknown,unknown,16,6,4,0
23820,wallet,bank,payment_processing,bank_unavailable,4,0,3,0
454592,netbanking,gateway,payment_processing,payment_timed_out,7,5,5,0
292204,wallet,unknown,unknown,unknown,2,0,5,1
61099,wallet,unknown,unknown,unknown,21,1,4,0
265368,wallet,customer,payment_authentication,expired_card,5,6,2,0
14965,upi,gateway,payment_processing,payment_timed_out,9,2,3,0
145610,wallet,customer,payment_authentication,expired_card,10,3,5,0
174585,upi,gateway,payment_processing,payment_timed_out,9,2,3,1
227722,card,customer,payment_authentication,expired_card,18,4,3,0
283152,netbanking,customer,payment_authentication,expired_card,21,2,1,1
419858,card,bank,payment_processing,bank_unavailable,13,3,5,0
176370,upi,customer,payment_authentication,expired_card,20,5,4,0
367929,upi,gateway,payment_processing,payment_timed_out,2,3,2,0
471092,wallet,unknown,unknown,unknown,23,3,3,0
374510,card,customer,payment_authentication,expired_card,2,5,3,0
128100,card,customer,payment_authentication,incorrect_pin,1,2,1,1
339188,wallet,customer,payment_authentication,expired_card,0,5,5,0
141325,upi,customer,payment_authorization,insufficient_funds,5,5,5,1
239478,wallet,customer,payment_authentication,incorrect_pin,20,6,5,1
317779,wallet,customer,payment_authentication,incorrect_pin,7,3,2,1
147321,netbanking,customer,payment_authentication,expired_card,18,3,2,1
2928,upi,unknown,unknown,unknown,10,0,1,1
418745,upi,customer,payment_authentication,expired_card,2,0,4,0
364051,card,bank,payment_processing,bank_unavailable,11,0,2,0
62444,netbanking,customer,payment_authentication,incorrect_pin,5,4,5,0
189357,upi,gateway,payment_processing,payment_timed_out,6,2,5,0
131585,card,customer,payment_authentication,incorrect_pin,12,2,1,1
488897,upi,unknown,unknown,unknown,18,4,5,0
470963,netbanking,gateway,payment_processing,payment_timed_out,14,2,1,1
346018,upi,unknown,unknown,unknown,5,0,3,1
220945,netbanking,customer,payment_authorization,insufficient_funds,17,3,3,0
27055,upi,customer,payment_authentication,incorrect_pin,16,3,5,1
124213,upi,customer,payment_authorization,insufficient_funds,5,0,4,0
47221,upi,gateway,payment_processing,payment_timed_out,20,1,5,0
394957,wallet,customer,payment_authorization,insufficient_funds,20,1,3,1
44995,upi,unknown,unknown,unknown,14,4,5,0
339078,card,customer,payment_authentication,incorrect_pin,7,1,5,0
476359,netbanking,customer,payment_authentication,incorrect_pin,8,0,5,1
154660,netbanking,customer,payment_authorization,insufficient_funds,10,1,3,1
342342,netbanking,gateway,payment_processing,payment_timed_out,4,3,2,1
439680,wallet,customer,payment_authentication,expired_card,7,5,5,0
214375,card,bank,payment_processing,bank_unavailable,3,0,4,0
224973,wallet,customer,payment_authentication,expired_card,3,6,5,0
101041,card,customer,payment_authentication,expired_card,17,2,3,0
214326,wallet,customer,payment_authentication,expired_card,3,2,5,0
436947,netbanking,customer,payment_authentication,expired_card,11,0,4,0
332011,netbanking,customer,payment_authentication,incorrect_pin,10,1,4,0
101576,wallet,customer,payment_authorization,insufficient_funds,1,3,1,0
263744,wallet,customer,payment_authentication,expired_card,19,4,3,0
353633,wallet,customer,payment_authentication,incorrect_pin,23,5,4,0
39593,netbanking,bank,payment_processing,bank_unavailable,15,3,4,0
381899,upi,customer,payment_authentication,incorrect_pin,16,0,5,0
101423,card,gateway,payment_processing,payment_timed_out,5,2,2,1
148033,upi,customer,payment_authentication,incorrect_pin,20,5,2,0
208756,wallet,customer,payment_authentication,incorrect_pin,18,4,5,0
252952,upi,customer,payment_authentication,expired_card,10,4,5,0
458091,upi,customer,payment_authorization,insufficient_funds,16,3,1,1
112271,upi,bank,payment_processing,bank_unavailable,22,3,2,1
128668,netbanking,customer,payment_authorization,insufficient_funds,14,6,5,0
190086,netbanking,customer,payment_authorization,insufficient_funds,4,4,1,0
428781,wallet,gateway,payment_processing,payment_timed_out,7,4,4,0
482603,card,gateway,payment_processing,payment_timed_out,4,2,1,1
227792,card,customer,payment_authorization,insufficient_funds,7,3,1,0
346876,upi,gateway,payment_processing,payment_timed_out,21,4,4,1
458715,upi,gateway,payment_processing,payment_timed_out,4,6,4,0
423461,card,customer,payment_authentication,expired_card,21,5,3,0
340953,wallet,customer,payment_authentication,expired_card,6,4,5,1
270759,netbanking,unknown,unknown,unknown,11,5,2,0
492190,wallet,bank,payment_processing,bank_unavailable,12,0,3,1
120281,upi,bank,payment_processing,bank_unavailable,3,1,4,0
182019,upi,customer,payment_authentication,expired_card,4,1,4,0
356727,wallet,unknown,unknown,unknown,7,4,2,0
11425,upi,gateway,payment_processing,payment_timed_out,1,5,4,1
250783,upi,customer,payment_authentication,incorrect_pin,18,1,3,1
427363,card,bank,payment_processing,bank_unavailable,13,1,3,1
89247,wallet,gateway,payment_processing,payment_timed_out,20,3,5,0
401749,netbanking,customer,payment_authorization,insufficient_funds,20,6,2,0
206802,upi,unknown,unknown,unknown,8,0,4,0
430396,wallet,gateway,payment_processing,payment_timed_out,19,6,5,0
317785,wallet,unknown,unknown,unknown,1,1,4,0
79429,wallet,customer,payment_authentication,incorrect_pin,10,1,5,1
367931,wallet,customer,payment_authentication,expired_card,15,4,3,0
29020,upi,customer,payment_authentication,expired_card,11,5,2,0
122367,wallet,customer,payment_authentication,expired_card,17,6,5,0
444308,card,unknown,unknown,unknown,20,0,4,0
438123,wallet,bank,payment_processing,bank_unavailable,10,0,2,1
24122,netbanking,customer,payment_authentication,expired_card,6,3,2,0
190396,wallet,gateway,payment_processing,payment_timed_out,13,3,2,0
47972,netbanking,gateway,payment_processing,payment_timed_out,20,1,5,0
136297,netbanking,gateway,payment_processing,payment_timed_out,23,4,1,1
483760,netbanking,bank,payment_processing,bank_unavailable,19,1,4,0
98365,wallet,unknown,unknown,unknown,5,6,3,0
321085,netbanking,customer,payment_authentication,incorrect_pin,4,1,1,1
402282,upi,bank,payment_processing,bank_unavailable,13,4,4,0
440609,wallet,customer,payment_authentication,expired_card,9,3,4,0
177728,netbanking,customer,payment_authentication,incorrect_pin,14,0,4,1
348739,card,bank,payment_processing,bank_unavailable,22,4,3,0
242216,netbanking,customer,payment_authentication,expired_card,13,1,2,0
54560,wallet,customer,payment_authentication,expired_card,8,3,1,0
112187,wallet,customer,payment_authentication,incorrect_pin,20,4,1,1
374337,wallet,customer,payment_authorization,insufficient_funds,10,0,2,0
343360,card,customer,payment_authorization,insufficient_funds,14,1,4,0
261026,wallet,customer,payment_authentication,expired_card,3,2,1,0
390736,card,customer,payment_authorization,insufficient_funds,12,6,5,0
345939,netbanking,customer,payment_authentication,expired_card,10,1,3,0
170373,netbanking,gateway,payment_processing,payment_timed_out,2,6,2,1
147682,upi,gateway,payment_processing,payment_timed_out,5,3,5,1
472595,card,customer,payment_authorization,insufficient_funds,16,6,1,0
485948,upi,unknown,unknown,unknown,4,5,5,0
16274,upi,customer,payment_authentication,incorrect_pin,3,2,2,1
395587,card,customer,payment_authentication,incorrect_pin,1,3,2,0
67338,card,customer,payment_authentication,incorrect_pin,0,5,3,1
430753,upi,customer,payment_authorization,insufficient_funds,10,0,5,0
294805,card,unknown,unknown,unknown,11,4,2,1
344200,netbanking,customer,payment_authorization,insufficient_funds,14,3,5,0
351002,upi,gateway,payment_processing,payment_timed_out,13,0,2,1
302855,card,bank,payment_processing,bank_unavailable,12,6,2,1
126091,card,customer,payment_authentication,incorrect_pin,23,1,4,0
403788,netbanking,bank,payment_processing,bank_unavailable,5,6,4,1
277482,card,customer,payment_authentication,incorrect_pin,17,1,2,1
272984,netbanking,bank,payment_processing,bank_unavailable,1,3,1,0
159875,card,customer,payment_authentication,expired_card,20,2,2,0
6010,card,customer,payment_authentication,expired_card,8,6,3,0
277491,card,customer,payment_authorization,insufficient_funds,8,6,1,1
173200,upi,gateway,payment_processing,payment_timed_out,3,5,1,0
330005,netbanking,customer,payment_authentication,expired_card,12,5,5,1
182894,upi,customer,payment_authorization,insufficient_funds,9,5,1,1
486432,card,bank,payment_processing,bank_unavailable,23,2,3,0
340756,wallet,customer,payment_authentication,incorrect_pin,4,6,4,1
228393,wallet,unknown,unknown,unknown,10,3,2,0
354391,netbanking,gateway,payment_processing,payment_timed_out,21,2,3,0
324460,wallet,customer,payment_authorization,insufficient_funds,19,1,1,0
310651,wallet,gateway,payment_processing,payment_timed_out,18,4,4,0
289442,card,gateway,payment_processing,payment_timed_out,12,1,4,0
466007,wallet,customer,payment_authentication,expired_card,20,4,5,0
159460,card,customer,payment_authentication,incorrect_pin,5,0,5,1
216741,card,unknown,unknown,unknown,19,4,2,0
127279,netbanking,unknown,unknown,unknown,13,4,1,1
285183,wallet,unknown,unknown,unknown,8,3,2,0
493948,wallet,unknown,unknown,unknown,5,4,1,0
304577,card,unknown,unknown,unknown,12,6,3,0
104219,netbanking,gateway,payment_processing,payment_timed_out,0,5,1,1
460835,upi,customer,payment_authentication,incorrect_pin,17,3,5,0
395348,wallet,bank,payment_processing,bank_unavailable,5,6,4,0
220626,netbanking,customer,payment_authorization,insufficient_funds,9,6,2,0
74147,netbanking,customer,payment_authorization,insufficient_funds,4,1,5,0
201927,wallet,gateway,payment_processing,payment_timed_out,11,2,4,0
402372,netbanking,gateway,payment_processing,payment_timed_out,8,5,3,1
288978,upi,customer,payment_authentication,expired_card,4,3,1,1
93678,card,gateway,payment_processing,payment_timed_out,21,0,2,1
80117,upi,customer,payment_authentication,incorrect_pin,18,3,3,0
483612,netbanking,customer,payment_authorization,insufficient_funds,9,2,4,0
224169,upi,unknown,unknown,unknown,1,5,2,1
343308,upi,bank,payment_processing,bank_unavailable,20,3,4,1
180961,netbanking,customer,payment_authentication,expired_card,16,0,2,0
45969,netbanking,bank,payment_processing,bank_unavailable,13,0,2,0
206556,netbanking,customer,payment_authorization,insufficient_funds,14,2,3,0
346896,wallet,gateway,payment_processing,payment_timed_out,0,1,1,1
167336,wallet,gateway,payment_processing,payment_timed_out,11,6,3,0
302207,upi,gateway,payment_processing,payment_timed_out,4,1,2,0
219612,wallet,bank,payment_processing,bank_unavailable,15,4,2,0
169435,netbanking,customer,payment_authentication,expired_card,22,0,4,0
128254,netbanking,unknown,unknown,unknown,12,3,2,0
131107,upi,customer,payment_authentication,expired_card,14,6,4,0
128598,netbanking,bank,payment_processing,bank_unavailable,16,4,4,0
359662,netbanking,customer,payment_authorization,insufficient_funds,22,2,4,0
169329,netbanking,customer,payment_authentication,expired_card,0,5,2,1
370940,upi,bank,payment_processing,bank_unavailable,7,3,5,0
156219,netbanking,customer,payment_authentication,expired_card,6,1,2,0
164276,wallet,customer,payment_authentication,incorrect_pin,17,6,2,0
462194,netbanking,customer,payment_authorization,insufficient_funds,10,6,5,0
438238,upi,gateway,payment_processing,payment_timed_out,18,3,2,0
200951,wallet,bank,payment_processing,bank_unavailable,11,0,4,0
135145,wallet,bank,payment_processing,bank_unavailable,23,2,1,0
358098,upi,customer,payment_authentication,expired_card,18,3,4,0
35862,wallet,bank,payment_processing,bank_unavailable,0,6,5,0
228770,card,gateway,payment_processing,payment_timed_out,23,5,4,1
300334,netbanking,customer,payment_authorization,insufficient_funds,22,1,3,0
338213,card,gateway,payment_processing,payment_timed_out,1,3,5,0
54428,wallet,customer,payment_authorization,insufficient_funds,9,1,2,1
2495,wallet,bank,payment_processing,bank_unavailable,23,3,2,1
139055,wallet,customer,payment_authentication,expired_card,20,3,1,0
60502,wallet,unknown,unknown,unknown,11,3,4,0
254086,wallet,customer,payment_authorization,insufficient_funds,13,2,4,1
459833,upi,customer,payment_authentication,expired_card,0,3,4,1
143893,card,customer,payment_authentication,incorrect_pin,13,5,4,0
227401,netbanking,customer,payment_authentication,incorrect_pin,15,3,1,0
108283,netbanking,gateway,payment_processing,payment_timed_out,8,0,4,0
22944,upi,gateway,payment_processing,payment_timed_out,7,5,4,1
